att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,class
v1,8166,0,29546,29,5581,0.878,7254,48,0.5, class1
v1,7614,1,29771,49,1238,0.639,6787,28,0.9, class2
v3,7943,1,29684,52,5629,0.861,6802,33,0.43, class2
v3,7947,1,29624,56,3817,0.645,7225,59,0.53, class1
v1,7797,0,29777,31,5125,0.651,4237,57,0.56, class1
v3,8180,2,29266,31,5465,0.91,7131,31,0.47, class1
v3,7978,1,20934,35,1270,0.841,4847,38,0.64, class2
v3,8143,0,27836,51,5677,0.519,7186,18,0.7, class1
v3,7519,1,24622,54,1456,0.644,3231,21,0.63, class2
v2,8170,1,27532,26,1822,0.641,4004,12,0.65, class2
v1,8169,0,28083,34,2162,0.676,4786,24,0.8, class1
v3,8166,1,26864,36,4179,0.912,5888,25,0.89, class2
v1,8168,1,25940,30,1509,0.669,5960,54,0.53, class2
v1,7837,2,29620,61,1476,0.906,5169,35,0.6, class1
v1,7845,2,29442,33,3203,0.874,5199,33,0.88, class1
v2,7583,1,22237,29,2232,0.911,7275,65,0.88, class1
v2,7536,1,27872,34,5694,0.645,5499,33,0.49, class2
v3,7763,1,26261,40,4683,0.869,6617,24,0.72, class2
v3,7787,0,28077,43,5088,0.855,4301,66,0.88, class2
v2,8138,1,25070,63,1294,0.697,5641,56,0.4, class1
v1,7842,1,29679,40,5085,0.742,6990,56,0.89, class2
v3,7721,1,17176,42,4294,0.871,1097,48,0.56, class1
v1,1654,1,25070,28,1236,0.406,6161,22,0.64, class2
v2,7790,1,26821,60,5212,0.872,4054,13,0.59, class2
v2,8155,0,26986,41,5693,0.435,,36,0.71, class1
v3,7817,0,29649,72,1513,0.679,6701,39,0.54, class2
v3,7557,2,24361,33,1469,0.643,3596,30,0.72, class1
v3,8145,2,24646,71,4809,0.522,5631,53,0.42, class2
v2,8156,0,27600,56,3992,0.559,6677,24,0.89, class1
v3,8046,0,28756,35,3285,0.649,5692,31,0.45, class2
v1,7769,0,25666,43,5675,0.911,6708,23,0.86, class2
v2,7786,0,17986,72,2082,0.725,4158,56,0.71, class1
v3,7951,2,23008,40,1523,0.859,6369,58,0.69, class1
v3,7781,0,28793,,5371,0.691,7211,38,0.41, class1
v2,7948,1,25024,34,5490,0.837,5801,35,0.88, class1
v3,7949,1,29433,49,1311,0.872,3242,28,0.65, class2
v1,8026,0,29582,39,4933,0.846,6518,15,0.66, class1
v3,8190,1,29411,49,1181,0.904,4964,62,0.56, class2
v2,7990,2,27290,51,5472,0.913,6587,20,0.62, class2
v1,7808,0,29738,59,5008,0.78,6361,14,0.62, class1
v1,7626,2,24168,42,1967,0.911,4912,31,0.9, class1
v1,8125,1,20619,26,1360,0.842,4066,31,0.64, class2
v3,7901,1,28939,27,5696,0.438,6291,62,0.86, class1
v2,7771,0,29196,38,1314,0.841,5916,56,0.4, class2
v3,7713,0,18225,36,1784,0.646,5402,14,0.42, class1
v1,7722,0,19147,44,5035,0.667,7168,66,0.82, class2
v1,8055,2,29412,34,5687,0.428,6420,63,0.64, class1
v2,8106,2,23964,44,1451,0.701,6710,64,0.62, class2
v1,7939,0,29506,54,5512,0.529,7197,59,0.43, class1
v2,7697,1,22927,45,5212,0.906,7004,37,0.52, class1
v1,8043,0,19413,39,5419,0.595,5296,51,0.42, class1
v3,7786,1,18492,53,2635,0.872,6382,32,0.89, class2
v3,8159,0,28393,26,2732,0.434,3344,23,0.85, class1
v3,7825,0,26056,51,5199,0.869,6447,23,0.52, class1
v3,8132,1,19302,26,5115,0.697,7071,57,0.75, class1
v1,7652,0,29393,54,2280,0.905,5779,21,0.9, class1
v2,7996,1,29714,47,5180,0.391,3982,27,0.76, class2
v2,8087,1,23024,38,4482,0.762,6134,28,0.42, class2
v3,7821,0,28614,27,1363,0.7,7191,66,0.7, class1
v2,8127,1,29681,59,5493,0.899,4840,34,0.71, class2
v2,8145,1,29525,61,5615,0.695,5920,65,0.52, class2
v3,7804,2,25602,55,5697,0.668,7261,34,0.45, class1
v1,7790,0,27923,26,3108,0.638,6409,21,0.4, class1
v3,7648,0,26652,71,3687,0.439,3792,20,0.68, class2
v3,7948,1,29765,55,3698,0.675,3391,58,0.46, class1
v1,7818,2,29583,42,1341,0.868,6057,65,0.64, class2
v2,7772,1,26810,41,5483,0.653,6629,21,0.45, class1
v2,7852,1,17014,71,1385,0.905,4891,31,0.41, class2
v1,7750,2,2938,71,5323,0.422,6664,56,0.64, class1
v2,7744,0,26066,70,5696,0.908,4815,30,0.4, class1
v1,7746,1,21349,36,5146,0.753,6862,56,0.9, class2
v2,7861,0,,71,5692,0.696,5327,33,0.77, class1
v2,8129,0,21623,41,5590,0.816,4020,28,0.71, class2
v3,8086,2,28161,28,4093,0.689,7341,34,0.39, class1
v3,7628,2,26282,43,1388,0.662,5880,34,0.77, class2
v1,7896,0,29503,36,1273,0.395,6822,62,0.89, class2
v2,8162,1,24088,53,5550,0.65,6324,47,0.62, class1
v1,7835,0,24949,34,4863,0.579,5658,23,0.64, class1
v2,7844,0,29686,27,4595,0.647,7022,62,0.66, class1
v1,,2,27673,33,1282,0.45,7337,57,0.88, class1
v3,8077,0,29463,72,5653,0.48,7202,56,0.61, class2
v3,8183,1,29473,63,5139,0.877,7190,38,0.69, class1
v1,7947,0,28313,70,1391,0.544,4390,33,0.47, class1
v2,7765,0,26325,28,5448,0.516,5524,57,0.88, class1
v2,7977,2,17370,71,2115,0.88,5971,12,0.43, class1
v3,7841,2,29708,72,1516,0.613,7261,26,0.9, class1
v1,7948,1,24273,54,3368,0.871,6299,40,0.66, class1
v3,8032,0,19146,65,4937,0.872,7142,36,0.4, class1
v1,7569,2,26594,30,2856,0.7,5851,31,0.72, class2
v2,7827,0,25752,35,5137,0.541,5898,64,0.88, class2
v1,7539,1,28268,27,5688,0.902,5264,35,0.7, class2
v3,7955,0,29720,43,5532,0.87,6772,33,0.88, class1
v1,8032,1,28246,26,2336,0.841,4681,27,0.86, class1
v1,7736,0,21699,68,4069,0.863,6281,29,0.89, class1
v1,,1,19344,62,5199,0.641,5200,14,0.82, class1
v1,7591,0,22994,54,5489,0.783,4358,23,0.39, class1
v2,7940,0,29636,72,4207,0.47,5394,20,0.63, class2
v3,7660,0,29493,72,1570,0.662,5598,65,0.41, class2
v1,7618,1,28187,36,5524,0.892,6487,42,0.61, class1
v2,7652,2,26712,34,1501,0.638,6128,32,0.42, class2
v2,7950,1,20298,28,5257,0.692,6911,16,0.56, class1
v3,7870,0,19313,72,2337,0.802,6911,31,0.5, class1
v2,7801,1,29724,30,2729,0.638,7151,13,0.89, class1
v3,7950,1,27056,60,5641,0.884,6302,57,0.63, class2
v2,7751,1,29526,39,4004,0.65,6352,12,0.65, class1
v2,7536,0,17997,33,3253,0.61,4183,57,0.69, class1
v2,7646,1,25616,52,5178,0.396,4697,57,0.66, class2
v1,7611,0,26428,51,1460,0.908,5632,33,0.89, class1
v2,7707,0,,43,5294,0.893,3487,24,0.53, class1
v2,7876,0,29771,71,5666,0.878,5954,30,0.84, class1
v3,7679,1,26284,71,2560,0.671,7243,20,0.47, class2
v1,7739,2,29492,71,5444,0.562,4692,64,0.46, class1
v1,7785,2,19452,71,5685,0.68,5003,15,0.6, class1
v3,7781,0,29622,71,1256,0.59,3674,13,0.51, class2
,7850,1,29770,41,5102,0.451,3950,15,0.46, class1
v1,8183,0,24110,37,2394,0.691,5757,25,0.81, class1
v2,7623,1,27140,72,5629,0.665,3191,29,0.76, class1
v1,7709,1,27985,57,1560,0.876,6993,14,0.62, class2
v3,7800,1,28895,71,1552,0.864,6266,24,0.88, class2
v2,7814,2,26808,42,5452,0.914,5097,20,0.44, class1
v2,7949,1,28381,57,5362,0.491,6937,56,0.57, class1
v3,7779,0,17828,72,5527,0.879,4030,40,0.61, class2
v2,8161,2,29521,36,5559,0.866,3384,33,0.41, class2
v1,7826,1,29773,66,3770,0.872,4567,13,0.43, class2
v2,7951,2,29553,30,1359,0.869,7232,60,0.49, class1
v1,7740,2,26374,40,1517,0.641,3505,17,0.63, class1
v3,7746,2,23263,72,4991,0.813,3670,37,0.64, class1
v3,7733,1,28568,71,5577,0.461,6730,56,0.51, class1
v2,7679,1,19676,57,1497,0.906,3705,39,0.4, class2
v3,8156,0,28251,34,3389,0.638,5768,36,0.45, class1
v2,7695,0,21946,37,5148,0.889,7131,29,0.58, class1
v3,7769,0,23108,56,5360,0.437,6341,20,0.41, class1
v3,7676,2,28718,71,2041,0.894,3554,38,0.62, class2
v2,7668,1,27441,46,5447,0.564,7058,18,0.5, class2
v3,7597,0,29207,46,4958,0.902,4523,56,0.87, class2
v2,8135,1,29726,54,5681,0.641,6159,29,0.9, class1
v3,8010,2,28323,62,5522,0.648,6748,49,0.59, class1
v1,7523,2,27917,67,5340,0.626,4206,18,0.47, class2
v1,7606,1,21137,35,4347,0.89,7085,21,0.45, class1
v2,8140,2,25210,26,3166,0.439,6751,34,0.39, class1
v1,7796,0,29456,41,4437,0.669,7204,31,0.46, class1
v3,7642,0,29506,63,4627,0.907,6251,56,0.53, class1
v2,7987,2,28759,71,1421,0.699,6851,12,0.9, class1
v3,7852,0,29641,35,1447,0.803,6259,23,0.51, class1
v1,,0,28182,27,4963,0.864,4472,61,0.55, class2
v1,7735,1,29408,69,3323,0.692,5235,56,0.88, class1
v1,7723,2,29631,30,4321,0.66,5716,57,0.45, class1
v2,8128,1,27407,30,5145,0.644,1254,66,0.9, class2
v2,8126,0,20824,49,5700,0.723,6685,26,0.88, class1
v1,7831,1,27312,41,5609,0.857,5095,36,0.78, class1
v1,8174,1,29318,35,3630,0.675,7341,57,0.9, class1
v3,7948,1,25592,49,4547,0.627,6307,20,0.74, class1
v1,7868,0,29529,72,1949,0.428,5152,51,0.4, class1
v2,7630,0,27084,37,5536,0.892,4484,40,0.9, class1
v1,8048,0,29631,51,5648,0.411,7280,57,0.63, class1
v3,8163,1,28309,71,4948,0.647,6257,56,0.79, class2
v1,7520,0,28061,36,1389,0.507,6213,24,0.41, class1
v2,8134,0,22205,66,5094,0.661,5768,28,0.52, class1
v2,7950,2,28702,51,2168,0.9,6133,17,0.45, class1
v3,7573,0,,65,5209,0.514,6110,14,0.64, class2
v1,7739,1,27739,72,2643,0.877,6606,56,0.41, class2
v3,7648,0,29510,35,1736,0.754,6324,38,0.62, class1
v1,7988,2,28627,41,1715,0.847,5349,57,0.89, class1
v1,7591,2,29635,54,5260,0.873,7217,63,0.58, class2
v2,8162,1,29750,43,5152,0.64,5664,16,0.9, class1
v1,7882,1,28283,51,,0.743,5090,34,0.48, class1
v1,8134,1,22245,30,5329,0.895,6442,39,0.47, class2
v3,7937,2,25301,54,3727,0.629,5851,31,0.45, class2
v1,7948,1,28615,64,5635,0.91,6075,21,0.46, class2
v1,7733,1,28363,70,5433,0.667,3154,65,0.86, class1
v2,7951,0,29424,71,5478,0.471,6824,36,0.56, class2
v2,8136,2,27569,29,4853,0.639,4932,31,0.83, class1
v2,7679,0,28411,72,5380,0.668,7284,40,0.83, class2
v1,7857,0,21668,51,5568,0.738,4816,16,0.73, class2
v2,7612,0,29666,33,5118,0.645,5963,27,0.64, class2
v3,7947,1,23054,71,1466,0.649,6346,64,0.88, class2
v1,7764,2,27497,31,4935,0.55,4529,43,0.44, class2
v3,7951,1,25747,36,2492,0.907,6445,32,0.59, class2
v1,7845,0,29617,64,4735,0.639,5060,41,0.64, class1
v1,7882,0,24358,72,2316,0.863,5212,40,0.88, class1
v3,7551,0,29708,54,4511,0.646,5026,66,0.46, class1
v1,7651,1,28152,31,5040,0.721,6556,12,0.87, class1
v3,8158,0,29117,29,5358,0.51,5902,57,0.89, class1
v1,7553,0,25041,70,1460,0.842,5215,31,0.62, class2
v1,7531,1,25596,28,5625,0.905,3221,31,0.51, class1
v2,7828,0,17694,59,1411,0.645,7059,63,0.43, class1
v2,7597,0,25047,56,1264,0.867,3167,23,0.88, class2
v2,,1,18456,32,1559,0.685,6556,57,0.61, class1
v3,7559,0,29693,61,5174,0.872,6003,63,0.47, class1
v1,7848,0,29533,72,5543,0.612,7247,24,0.63, class1
v2,8149,1,28993,64,5634,0.687,4415,57,0.65, class1
v2,7893,1,26076,41,3026,0.866,5588,65,0.48, class1
v3,8151,0,29482,34,1685,0.475,5667,32,0.9, class1
v3,8072,2,,29,5614,0.877,4226,23,0.81, class2
v1,7802,0,29527,40,5556,0.888,6801,12,0.65, class2
v1,7589,1,29555,60,5247,0.643,5355,27,0.46, class1
v2,7982,0,28394,27,1292,0.909,3168,64,0.81, class1
v2,7544,2,23672,41,5063,0.757,6783,26,0.55, class1
v1,8045,1,29705,,1551,0.804,5653,29,0.59, class2
v1,7613,1,29734,30,4776,0.899,5971,27,0.74, class2
v3,7950,1,18681,72,2603,0.884,6589,21,0.68, class1
v2,8158,2,27775,34,3337,0.893,3898,28,0.39, class2
v3,7589,0,28998,69,5504,0.871,4794,43,0.45, class2
v1,7590,0,1765,71,5509,0.596,4814,14,0.42, class1
v3,8164,2,28279,31,3956,0.553,5951,25,0.56, class1
v1,8063,0,24434,39,1457,0.877,6085,43,0.68, class2
v1,7737,0,26150,68,1449,0.477,5173,16,0.39, class1
v2,8174,2,29499,56,4964,0.72,3475,13,0.6, class2
v1,7788,0,29537,71,1318,0.656,5540,56,0.39, class1
v1,7797,2,25541,35,1375,0.872,5637,24,0.89, class1
v2,8136,0,25421,32,5645,0.639,3636,13,0.53, class1
v1,7952,0,19961,66,1311,0.574,5989,23,0.48, class2
v3,7948,1,29514,72,5438,0.638,3228,60,0.63, class2
v2,7746,0,27157,33,4518,0.775,5954,19,0.65, class1
v3,7576,0,28770,34,5298,0.529,6940,56,0.61, class1
v1,7914,1,25100,60,1378,0.875,5866,17,0.43, class1
v1,7524,0,29755,52,5602,0.904,4499,20,0.62, class1
v1,7540,1,28048,35,5444,0.677,1986,32,0.9, class1
v2,7612,1,21863,71,5267,0.644,6877,32,0.56, class2
v1,7948,0,26305,71,4644,0.898,4575,66,0.89, class1
v2,7951,0,29419,42,5505,0.683,6194,25,0.69, class1
v2,7541,0,19537,32,5600,0.714,7253,17,0.59, class1
v1,7791,0,27911,71,5409,0.641,6536,45,0.64, class1
v2,7759,2,28572,40,5588,0.877,6717,30,0.68, class1
v3,7531,0,28628,39,4632,0.893,5519,32,0.42, class1
v2,7950,0,29381,27,3991,0.414,6292,31,0.88, class1
v1,8168,0,22200,64,1323,0.503,7183,56,0.62, class1
v2,8158,0,,54,5533,0.868,6154,38,0.58, class1
v1,7599,1,28320,41,1188,0.877,6590,64,0.55, class1
v3,7899,1,29643,67,1279,0.889,7330,12,0.89, class1
v2,7948,2,19325,58,5467,0.782,6619,23,0.9, class1
v3,7942,0,29612,45,5497,0.678,3717,33,0.69, class1
v2,7947,1,27853,65,1410,0.498,3333,56,0.69, class1
v2,7717,2,29412,60,5478,0.395,4796,58,0.52, class2
v1,7550,0,26710,56,5511,0.906,6478,56,0.66, class1
v1,7864,0,26440,71,3877,0.689,5467,26,0.89, class1
v2,7776,2,29735,68,2207,0.396,4279,60,0.66, class1
v1,7951,0,29504,40,5378,0.873,5487,45,0.54, class1
v3,7838,0,19735,29,5599,0.641,6586,49,0.72, class1
v3,7763,1,18305,62,5567,0.638,4604,56,0.42, class2
v1,8133,0,29624,38,5080,0.477,3873,28,0.78, class1
v1,7810,2,28584,39,1277,0.853,5936,48,0.59, class1
v3,7533,0,28967,38,1458,0.648,5857,26,0.47, class2
v3,7960,1,24610,66,4195,0.84,5946,22,0.64, class1
v3,7956,0,26224,29,5437,0.66,5461,56,0.44, class1
v2,8169,2,29752,34,3566,0.906,3561,61,0.88, class2
v1,8113,1,27489,71,5647,0.67,5800,34,0.9, class1
v2,7883,0,18546,57,5183,0.652,4946,35,0.8, class2
v1,8146,2,29055,38,2241,0.551,6974,58,0.62, class1
v3,7988,2,26467,72,1507,0.484,5482,29,0.63, class1
v2,7644,0,28334,33,1834,0.63,4668,19,0.88, class1
v1,7776,2,22047,30,4110,0.907,5894,15,0.68, class1
v3,8146,1,18637,34,2711,0.7,5575,63,0.72, class1
v3,8072,2,29554,51,1337,0.906,4530,39,0.79, class1
v1,7874,1,27131,52,3415,0.912,7176,38,0.89, class1
v1,8157,0,23413,51,1191,0.913,6357,56,0.64, class1
v3,7750,0,24489,41,1436,0.678,6340,30,0.45, class2
v1,8025,0,21575,49,1436,0.678,7211,38,0.65, class2
v1,7661,0,19592,72,4845,0.653,5635,28,0.53, class2
v2,8161,1,29576,68,5697,0.762,5528,57,0.56, class2
v3,7938,2,23390,53,1314,0.854,6622,20,0.45, class1
v2,7532,0,27266,35,5367,0.63,3373,66,0.64, class1
v2,8157,1,24518,46,1490,0.644,4856,15,0.41, class1
v2,7785,1,28782,71,5197,0.677,6953,35,0.45, class2
v1,7906,2,29525,56,5671,0.873,6463,40,0.44, class1
v2,7988,0,29352,52,1743,0.439,7300,12,0.89, class1
v1,7717,2,28407,46,1175,0.856,6925,21,0.56, class1
v2,7949,2,29717,35,1371,0.914,4263,30,0.39, class1
v2,7931,2,28525,59,5652,0.91,4752,24,0.66, class2
v3,8048,0,26615,65,3125,0.653,5389,26,0.5, class1
v3,8064,1,29366,26,5205,0.893,3963,21,0.6, class1
v3,8076,1,26537,72,1305,0.91,5299,66,0.52, class2
v3,7997,1,25692,55,1473,0.588,6053,16,0.61, class2
v2,8136,2,25035,51,5274,0.509,6499,56,0.57, class1
v1,7771,0,29671,29,1267,0.65,5342,57,0.44, class2
v1,7599,2,28634,35,1271,0.664,6873,58,0.63, class2
v1,8154,2,26152,36,5595,0.876,6489,62,0.61, class1
v1,7659,2,,32,1442,0.877,5735,26,0.88, class1
v2,7927,0,18147,31,1226,0.419,3853,58,0.68, class2
v3,7729,0,29536,41,1253,0.769,4790,56,0.89, class1
v1,7736,2,20008,58,5003,0.675,,34,0.61, class1
v3,7637,1,29502,52,4950,0.868,6341,29,0.61, class2
v3,7779,0,18413,67,2273,0.541,5931,57,0.54, class1
v1,7939,1,29729,11,5001,0.913,3717,17,0.68, class1
v2,8011,2,26527,60,5010,0.905,4808,50,0.62, class1
v2,7809,0,29372,26,5374,0.911,6118,31,0.75, class1
v2,8166,0,27994,40,4787,0.696,6940,56,0.85, class1
v3,7758,0,29573,27,5469,0.878,3317,24,0.58, class1
v3,7867,2,18117,35,5162,0.494,4050,15,0.65, class2
v3,8071,0,21754,71,5616,0.641,3643,25,0.88, class2
v1,7912,1,17154,55,1490,0.515,4017,30,0.46, class1
v3,7769,0,29702,69,4952,0.638,5854,21,0.67, class1
v3,8148,0,28245,38,3514,0.878,6781,57,0.88, class2
v3,8014,1,26078,59,3664,0.655,5166,58,0.53, class1
v1,7947,0,20575,45,4955,0.547,4465,25,0.82, class2
v1,7801,2,25160,41,1428,0.64,6007,36,0.87, class1
v1,7949,0,28409,50,1529,0.647,3499,35,0.64, class2
v3,7848,0,29174,39,5690,0.882,5322,34,0.68, class1
v2,8186,2,29515,71,5345,0.426,5155,30,0.46, class1
v1,7621,0,27943,43,5621,0.911,7036,37,0.55, class2
v3,7950,1,29416,51,5677,0.56,5112,59,0.64, class1
v1,7919,2,,36,4957,0.641,7312,58,0.44, class2
v2,7898,2,20798,35,1922,0.855,3232,40,0.42, class1
v1,8109,1,29713,39,5501,0.889,3395,56,0.9, class1
v2,7750,1,29429,42,5432,0.665,5960,63,0.69, class1
v1,7830,2,27375,41,5280,0.872,4848,38,0.76, class1
v2,8027,1,29700,42,5618,0.895,6125,59,0.6, class1
v3,7742,2,29517,63,5614,0.913,4568,28,0.4, class1
v2,7947,2,29541,34,1317,0.67,3858,30,0.88, class1
v3,7842,1,29742,39,5464,0.673,6354,57,0.88, class2
v1,7990,1,19208,51,4934,0.55,5997,56,0.79, class2
v3,7947,2,29695,42,5046,0.698,5896,51,0.53, class2
v3,7950,1,28447,71,1517,0.651,6943,64,0.58, class2
v3,8185,0,18782,72,1361,0.903,6888,31,0.7, class1
v3,7948,0,29031,32,1271,0.603,6861,56,0.4, class2
v3,7862,0,,37,1222,0.644,6923,15,0.64, class1
v1,7538,0,27408,49,4613,0.899,7286,26,0.51, class2
v1,7948,2,28928,61,5362,0.865,3903,18,0.6, class1
v1,7948,1,18179,70,1543,0.641,5102,27,0.89, class2
v2,7859,1,29468,33,2575,0.487,4066,16,0.45, class1
v3,7764,0,26461,67,1315,0.6,3859,38,0.49, class2
v3,8151,0,28713,70,1531,0.665,4857,33,0.44, class1
v3,7781,2,27782,59,4285,0.913,5755,19,0.63, class2
v3,7583,0,29651,52,5548,0.523,5933,14,0.71, class2
v1,7731,0,19893,71,1559,0.905,6456,30,0.83, class1
v1,8160,0,26587,30,5641,0.907,6236,42,0.9, class2
v1,7949,0,29585,72,5632,0.471,6460,30,0.56, class1
v2,7949,1,29502,42,1320,0.88,5321,32,0.86, class1
v3,7961,2,19938,72,5484,0.468,3646,27,0.69, class1
v3,8090,1,20233,40,5418,0.772,4039,32,0.67, class1
v3,7949,2,25645,34,4413,0.655,6554,21,0.64, class1
v2,7817,0,21390,53,5098,0.878,3795,12,0.89, class1
v1,7802,0,29523,54,5466,0.846,3401,15,0.74, class2
v3,7663,2,29577,63,5659,0.857,6658,25,0.9, class2
v2,7513,2,18061,40,5502,0.684,4724,30,0.45, class1
v1,7949,1,27807,,5212,0.8,4114,56,0.47, class1
v2,7698,0,26812,27,5641,0.7,3328,17,0.51, class2
v1,7621,2,29744,37,2607,0.654,4979,27,0.42, class1
v2,,2,29731,60,1445,0.642,3704,64,0.51, class2
v3,8191,2,29617,26,5628,0.658,7136,25,0.57, class1
v2,7957,1,,39,1374,0.656,6592,21,0.4, class2
v3,8067,1,27740,29,5241,0.881,7330,13,0.56, class2
v3,7871,0,29640,30,2569,0.745,3579,25,0.59, class1
v2,7914,0,28205,35,1344,0.643,6114,34,0.66, class1
v1,7647,1,26198,52,4506,0.817,5046,64,0.53, class2
v2,8175,0,28804,47,5527,0.692,4907,30,0.89, class1
v1,7775,0,29522,67,5140,0.686,3889,16,0.63, class2
v3,8112,0,29620,41,3907,0.465,4810,22,0.4, class1
v2,7749,0,29733,38,1391,0.828,3247,32,0.48, class1
v2,8055,1,27413,72,5710,0.897,5499,66,0.89, class1
v3,7712,0,25845,69,1460,0.678,6095,24,0.55, class1
v3,7829,0,20991,72,5081,0.906,6545,34,0.42, class1
v1,7558,0,,52,5114,0.655,6171,36,0.43, class1
v2,7947,0,29732,26,2198,0.87,7030,31,0.9, class2
v2,7619,2,19669,56,5328,0.901,6701,31,0.43, class1
v2,8174,2,23592,50,5425,0.649,7102,66,0.77, class1
v3,7744,0,26195,72,1491,0.508,5611,57,0.7, class1
v2,8188,0,26859,40,5056,0.798,7267,57,0.7, class1
v3,8136,2,26481,56,2579,0.871,7124,37,0.64, class1
v1,7821,2,28463,27,5666,0.648,3183,45,0.81, class2
v3,7750,1,26141,72,5565,0.405,4335,57,0.67, class1
v1,8074,2,28477,29,2058,0.839,5775,41,0.78, class1
v1,7615,2,29398,28,5096,0.661,4738,33,0.88, class1
v3,7825,2,26320,57,5204,0.67,5550,59,0.4, class2
v2,7947,1,21099,37,3192,0.85,4103,56,0.49, class1
v3,7557,0,17444,72,4987,0.913,6230,57,0.69, class2
v1,8079,0,29144,32,5532,0.825,5091,12,0.73, class1
v2,8138,1,25660,39,5658,0.6,3763,16,0.43, class1
v3,7623,1,22738,64,4993,0.621,4988,23,0.69, class1
v3,7949,2,20331,60,5583,0.414,6537,60,0.44, class1
v2,8060,0,29419,9,5525,0.638,4418,25,0.7, class1
v3,7680,2,26224,72,5406,0.873,3983,12,0.68, class2
v1,7968,0,29550,71,2719,0.616,7295,57,0.82, class1
v3,7950,1,29567,38,3884,0.653,5560,24,0.64, class1
v1,7594,2,28673,27,4132,0.886,4850,30,0.68, class1
v3,7782,2,25693,34,1285,0.909,6343,43,0.62, class1
v3,7535,1,28495,27,1376,0.757,3699,19,0.5, class1
v2,7832,2,23848,44,5638,0.911,3572,38,0.88, class2
v2,7762,0,29559,71,5475,0.656,7082,31,0.9, class2
v2,7876,1,17437,40,1816,0.475,6545,24,0.7, class1
v3,7520,0,29507,52,1523,0.873,4896,48,0.6, class1
v1,8094,0,29508,72,5168,0.866,5389,56,0.75, class1
v1,7731,0,28795,64,1373,0.644,7314,65,0.89, class1
v3,7878,1,27781,34,1739,0.866,6553,59,0.68, class2
v2,7983,0,17424,62,2473,0.911,5295,66,0.62, class1
v3,7779,1,29722,33,2142,0.482,4890,33,0.42, class2
v2,7793,1,25125,71,3469,0.648,7162,63,0.41, class2
v1,7509,0,26552,62,5554,0.657,5928,29,0.62, class1
v3,7802,2,27173,71,1398,0.689,7342,14,0.9, class1
v2,7980,0,28138,63,1682,0.66,6937,35,0.6, class2
v2,7842,2,29592,31,1549,0.639,4007,61,0.61, class1
v2,7749,0,29441,52,5219,0.905,3681,33,0.89, class1
v2,8064,1,27620,30,5165,0.693,7159,41,0.51, class1
v1,7746,1,18086,62,4530,0.639,6758,63,0.66, class1
v2,7937,1,29554,34,5561,0.669,6463,25,0.8, class1
v2,8189,1,21199,52,1291,0.642,4180,35,0.55, class2
v3,7954,2,27921,51,1454,0.644,5091,34,0.61, class2
v2,7709,2,29200,46,5702,0.887,3170,63,0.9, class2
v1,7508,1,28045,54,4935,0.66,6340,15,0.71, class1
v2,8132,0,25114,35,5451,0.851,6860,61,0.4, class1
v2,8161,0,27606,39,3770,0.878,5152,43,0.62, class2
v2,7526,2,17389,56,1585,0.905,4607,40,0.45, class1
v1,7599,1,29702,39,5093,0.533,5921,18,0.77, class1
v3,7820,2,21849,55,2734,0.603,3762,23,0.46, class1
v1,8133,1,26857,31,1550,0.844,4642,33,0.72, class2
v2,8165,0,26967,42,5034,0.419,7249,36,0.77, class2
v3,8169,2,29498,72,5478,0.874,5965,27,0.73, class2
v2,7948,2,28885,34,1544,0.596,3699,39,0.46, class1
v1,7948,2,26502,54,1723,0.905,3243,23,0.88, class2
v3,7546,2,26418,34,5641,0.68,3230,61,0.89, class2
v1,7950,0,29527,72,1252,0.641,5839,56,0.52, class1
v1,7949,2,26007,36,1226,0.476,5872,45,0.87, class1
v1,7721,2,23446,40,5596,0.877,1988,33,0.79, class1
v2,7778,2,29057,30,5142,0.492,5403,58,0.89, class1
v3,7905,2,29285,28,1441,0.913,4916,38,0.89, class2
v2,7652,1,28394,50,2045,0.907,4030,38,0.64, class2
v3,8018,0,29508,36,5533,0.646,6816,35,0.58, class1
v1,7752,0,29552,34,1351,0.457,6497,38,0.66, class2
v3,7604,2,27919,52,5163,0.894,5257,33,0.47, class1
v3,8153,2,17442,39,5485,0.693,6917,30,0.6, class1
v3,8002,0,27509,54,1263,0.664,5223,33,0.75, class2
v2,7983,2,21876,47,4111,0.721,5734,13,0.62, class2
,7585,0,26223,56,5510,0.909,6278,35,0.68, class1
v1,7926,2,17522,26,1617,0.694,4583,29,0.81, class1
v3,8018,2,24985,38,3819,0.401,3683,35,0.71, class2
v2,7950,1,29541,43,5643,0.871,5592,23,0.9, class2
v3,7729,2,17532,46,1241,0.772,7238,30,0.44, class2
v3,7851,0,29670,55,2098,0.898,6933,33,0.74, class2
v3,7851,0,29663,28,5626,0.847,5203,14,0.82, class1
v2,7951,1,22534,44,4991,0.904,5857,66,0.52, class1
v3,7637,1,18021,53,1316,0.902,3404,41,0.65, class1
v1,7860,0,29612,33,1180,0.526,7137,16,0.63, class1
v1,8031,2,18566,30,5611,0.431,5521,17,0.79, class2
v1,8041,1,29394,71,4725,0.447,5456,57,0.52, class1
v1,7521,1,19541,32,,0.901,6954,20,0.56, class1
v3,7904,0,19800,50,2011,0.694,3465,31,0.77, class1
